,config1,config2,similarity
3305,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00513.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00205.POSCAR_all_sites/CONTCAR,-0.0473606139421463
3066,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00420.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00195.POSCAR_all_sites/CONTCAR,-0.04736058786511421
3063,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00420.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00202.POSCAR_all_sites/CONTCAR,-0.047355327755212784
0,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00023.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00473.POSCAR_all_sites/CONTCAR,-0.047348469495773315
1491,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00478.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00500.POSCAR_all_sites/CONTCAR,-0.047326091676950455
1259,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00331.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00057.POSCAR_all_sites/CONTCAR,-0.04730585217475891
3685,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00552.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00412.POSCAR_all_sites/CONTCAR,-0.047305021435022354
1185,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00337.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00057.POSCAR_all_sites/CONTCAR,-0.04730047285556793
1285,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00331.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00054.POSCAR_all_sites/CONTCAR,-0.047289784997701645
1211,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00337.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00054.POSCAR_all_sites/CONTCAR,-0.04725676774978638
382,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00265.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00185.POSCAR_all_sites/CONTCAR,-0.04725676774978638
214,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00546.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00131.POSCAR_all_sites/CONTCAR,-0.04725676774978638
736,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00483.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00500.POSCAR_all_sites/CONTCAR,-0.04725675657391548
3412,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00085.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00371.POSCAR_all_sites/CONTCAR,-0.047255124896764755
961,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00124.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00632.POSCAR_all_sites/CONTCAR,-0.04725120961666107
2333,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00340.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00054.POSCAR_all_sites/CONTCAR,-0.04725019261240959
549,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00261.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00185.POSCAR_all_sites/CONTCAR,-0.047235678881406784
469,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00542.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00131.POSCAR_all_sites/CONTCAR,-0.047235678881406784
2307,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00340.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00057.POSCAR_all_sites/CONTCAR,-0.04723567143082619
2146,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00485.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00500.POSCAR_all_sites/CONTCAR,-0.04723566398024559
3533,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00371.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00094.POSCAR_all_sites/CONTCAR,-0.047224100679159164
118,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00473.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00340.POSCAR_all_sites/CONTCAR,-0.04722249507904053
70,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00023.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00054.POSCAR_all_sites/CONTCAR,-0.04720770940184593
3523,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00371.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00091.POSCAR_all_sites/CONTCAR,-0.04718742147088051
44,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00023.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00057.POSCAR_all_sites/CONTCAR,-0.047179147601127625
3419,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00085.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00372.POSCAR_all_sites/CONTCAR,-0.0471622534096241
3076,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00420.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00552.POSCAR_all_sites/CONTCAR,-0.0471588559448719
1654,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00080.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00014.POSCAR_all_sites/CONTCAR,-0.04715816676616669
3702,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00552.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00416.POSCAR_all_sites/CONTCAR,-0.047146186232566833
3722,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00372.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00094.POSCAR_all_sites/CONTCAR,-0.04713200405240059
1644,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00080.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00017.POSCAR_all_sites/CONTCAR,-0.0471305213868618
1722,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00243.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00014.POSCAR_all_sites/CONTCAR,-0.04712232947349548
349,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00398.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00108.POSCAR_all_sites/CONTCAR,-0.04711097851395607
3712,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00372.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00091.POSCAR_all_sites/CONTCAR,-0.04711034521460533
731,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00483.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00205.POSCAR_all_sites/CONTCAR,-0.04710352420806885
101,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00473.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00337.POSCAR_all_sites/CONTCAR,-0.04710250720381737
247,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00546.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00091.POSCAR_all_sites/CONTCAR,-0.047089431434869766
1712,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00243.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00017.POSCAR_all_sites/CONTCAR,-0.047082409262657166
411,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00265.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00303.POSCAR_all_sites/CONTCAR,-0.04707473888993263
3140,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00518.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00160.POSCAR_all_sites/CONTCAR,-0.04707038775086403
987,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00124.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00017.POSCAR_all_sites/CONTCAR,-0.0470697320997715
1523,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00413.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00556.POSCAR_all_sites/CONTCAR,-0.04706919193267822
257,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00546.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00094.POSCAR_all_sites/CONTCAR,-0.04706081748008728
1486,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00478.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00205.POSCAR_all_sites/CONTCAR,-0.047060687094926834
997,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00124.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00014.POSCAR_all_sites/CONTCAR,-0.04705458879470825
413,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00265.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00311.POSCAR_all_sites/CONTCAR,-0.047053948044776917
102,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00473.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00331.POSCAR_all_sites/CONTCAR,-0.047053173184394836
2141,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00485.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00205.POSCAR_all_sites/CONTCAR,-0.04705257713794708
229,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00546.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00085.POSCAR_all_sites/CONTCAR,-0.047040004283189774
322,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00398.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00115.POSCAR_all_sites/CONTCAR,-0.04702502116560936
683,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00249.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00108.POSCAR_all_sites/CONTCAR,-0.04701700434088707
502,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00542.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00091.POSCAR_all_sites/CONTCAR,-0.04699012264609337
578,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00261.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00303.POSCAR_all_sites/CONTCAR,-0.04697782173752785
512,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00542.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00094.POSCAR_all_sites/CONTCAR,-0.04696391522884369
580,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00261.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00311.POSCAR_all_sites/CONTCAR,-0.0469350703060627
484,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00542.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00085.POSCAR_all_sites/CONTCAR,-0.04692113772034645
656,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00249.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00115.POSCAR_all_sites/CONTCAR,-0.046907905489206314
1662,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00243.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00256.POSCAR_all_sites/CONTCAR,-0.04687216877937317
1604,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00080.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00402.POSCAR_all_sites/CONTCAR,-0.04683436453342438
1594,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00080.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00256.POSCAR_all_sites/CONTCAR,-0.046815063804388046
1672,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00243.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00402.POSCAR_all_sites/CONTCAR,-0.04673892632126808
947,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00124.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00402.POSCAR_all_sites/CONTCAR,-0.046699728816747665
3925,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00142.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00099.POSCAR_all_sites/CONTCAR,-0.04669378697872162
3919,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00142.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00102.POSCAR_all_sites/CONTCAR,-0.04666605219244957
1108,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00193.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00625.POSCAR_all_sites/CONTCAR,-0.04664343595504761
3750,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00303.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00099.POSCAR_all_sites/CONTCAR,-0.04660114273428917
1294,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00331.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00472.POSCAR_all_sites/CONTCAR,-0.0465979129076004
373,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00265.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00485.POSCAR_all_sites/CONTCAR,-0.04659207537770271
937,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00124.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00256.POSCAR_all_sites/CONTCAR,-0.0465807281434536
1220,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00337.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00472.POSCAR_all_sites/CONTCAR,-0.046579357236623764
3499,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00235.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00472.POSCAR_all_sites/CONTCAR,-0.04657837748527527
3560,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00232.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00472.POSCAR_all_sites/CONTCAR,-0.04656614735722542
3744,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00303.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00102.POSCAR_all_sites/CONTCAR,-0.046551525592803955
3787,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00311.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00102.POSCAR_all_sites/CONTCAR,-0.04655015096068382
520,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00261.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00483.POSCAR_all_sites/CONTCAR,-0.04654904827475548
3818,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00412.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00612.POSCAR_all_sites/CONTCAR,-0.046547919511795044
3793,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00311.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00099.POSCAR_all_sites/CONTCAR,-0.046522822231054306
3331,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00513.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00102.POSCAR_all_sites/CONTCAR,-0.04651905596256256
2342,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00340.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00472.POSCAR_all_sites/CONTCAR,-0.04650983586907387
530,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00261.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00478.POSCAR_all_sites/CONTCAR,-0.046499103307724
3822,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00412.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00610.POSCAR_all_sites/CONTCAR,-0.04648832976818085
3090,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00420.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00610.POSCAR_all_sites/CONTCAR,-0.04647749662399292
3337,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00513.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00099.POSCAR_all_sites/CONTCAR,-0.04646974802017212
3301,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00202.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00108.POSCAR_all_sites/CONTCAR,-0.046469029039144516
2650,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00185.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00500.POSCAR_all_sites/CONTCAR,-0.04645950719714165
353,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00265.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00483.POSCAR_all_sites/CONTCAR,-0.046459492295980453
540,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00261.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00485.POSCAR_all_sites/CONTCAR,-0.04645948484539986
3409,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00195.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00108.POSCAR_all_sites/CONTCAR,-0.04644916579127312
3086,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00420.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00612.POSCAR_all_sites/CONTCAR,-0.046446505934000015
3135,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00518.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00375.POSCAR_all_sites/CONTCAR,-0.04643535614013672
3947,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00610.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00416.POSCAR_all_sites/CONTCAR,-0.046409834176301956
1087,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00193.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00109.POSCAR_all_sites/CONTCAR,-0.046369269490242004
3897,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00612.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00416.POSCAR_all_sites/CONTCAR,-0.046360913664102554
3274,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00202.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00115.POSCAR_all_sites/CONTCAR,-0.04635285213589668
363,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00265.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00478.POSCAR_all_sites/CONTCAR,-0.046343374997377396
3546,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00232.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00303.POSCAR_all_sites/CONTCAR,-0.04633713886141777
1089,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00193.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00112.POSCAR_all_sites/CONTCAR,-0.046332988888025284
3382,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00195.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00115.POSCAR_all_sites/CONTCAR,-0.046332988888025284
3104,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00518.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00380.POSCAR_all_sites/CONTCAR,-0.04631917551159859
3548,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00232.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00311.POSCAR_all_sites/CONTCAR,-0.04628804326057434
3485,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00235.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00303.POSCAR_all_sites/CONTCAR,-0.04627390578389168
546,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00261.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00226.POSCAR_all_sites/CONTCAR,-0.046243492513895035
3487,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00235.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00311.POSCAR_all_sites/CONTCAR,-0.04622671380639076
3170,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00351.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00017.POSCAR_all_sites/CONTCAR,-0.04619951173663139
3180,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00351.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00014.POSCAR_all_sites/CONTCAR,-0.046156879514455795
3874,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00091.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00278.POSCAR_all_sites/CONTCAR,-0.0461544431746006
3953,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00278.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00094.POSCAR_all_sites/CONTCAR,-0.04615097865462303
3823,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00412.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00278.POSCAR_all_sites/CONTCAR,-0.046144600957632065
3433,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00085.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00278.POSCAR_all_sites/CONTCAR,-0.04612979292869568
2465,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00226.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00402.POSCAR_all_sites/CONTCAR,-0.04612509533762932
379,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00265.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00226.POSCAR_all_sites/CONTCAR,-0.04608931019902229
3091,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00420.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00278.POSCAR_all_sites/CONTCAR,-0.04602153226733208
3957,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00278.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00416.POSCAR_all_sites/CONTCAR,-0.045991893857717514
3798,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00587.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00091.POSCAR_all_sites/CONTCAR,-0.04598359763622284
3808,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00587.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00094.POSCAR_all_sites/CONTCAR,-0.04598246514797211
3454,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00205.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00300.POSCAR_all_sites/CONTCAR,-0.04597555100917816
3380,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00195.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00456.POSCAR_all_sites/CONTCAR,-0.045974601060152054
1933,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00256.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00226.POSCAR_all_sites/CONTCAR,-0.04597091302275658
3272,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00202.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00456.POSCAR_all_sites/CONTCAR,-0.04596978425979614
3102,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00518.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00351.POSCAR_all_sites/CONTCAR,-0.045969169586896896
768,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00453.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00193.POSCAR_all_sites/CONTCAR,-0.04593341425061226
851,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00349.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00522.POSCAR_all_sites/CONTCAR,-0.0459279865026474
3423,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00085.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00587.POSCAR_all_sites/CONTCAR,-0.045899733901023865
877,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00349.POSCAR_all_sites/CONTCAR,Pt553_CO-OH/1CO-1CO-1OH-out/contcar/00625.POSCAR_all_sites/CONTCAR,-0.04584041237831116
